,name,album,id,valence,tempo,speechiness,acousticness,liveness,key,duration_ms,time_signature,loudness,energy,mode,danceability,instrumentalness,uri,Generation
545,또 하나의 슬픔 - lee hyundo solo version,live 199507151617,40ImWfiDxqJmHKGiGMasqe,0.144,125.15,0.0394,0.268,0.539,8.0,261825.0,4.0,-20.393,0.209,1,0.412,0.0764,spotify:track:40ImWfiDxqJmHKGiGMasqe,First Generation
546,다투고 난뒤,live 199507151617,5IAlzreWTFZ175i7IBFVui,0.54,151.153,0.0306,0.0738,0.805,10.0,324441.0,3.0,-12.42,0.483,1,0.627,0.00033,spotify:track:5IAlzreWTFZ175i7IBFVui,First Generation
547,"이제, 웃으며 일어나",live 199507151617,6G2fWAUPG7fa78OBKtcCZq,0.859,118.236,0.032,0.0806,0.329,0.0,248242.0,4.0,-11.665,0.817,1,0.763,0.0105,spotify:track:6G2fWAUPG7fa78OBKtcCZq,First Generation
548,force deux - intro,force deux,0T8lcb8fKfWLXITBwFo9FE,0.411,90.207,0.219,0.0628,0.0867,11.0,142002.0,4.0,-10.436,0.756,0,0.881,0.408,spotify:track:0T8lcb8fKfWLXITBwFo9FE,First Generation
549,굴레를 벗어나 - mo funk version,force deux,6sp5Pl83yX5hWhYpHj35Gh,0.845,115.009,0.0395,0.0182,0.33,1.0,206080.0,4.0,-5.808,0.872,0,0.798,2.62e-05,spotify:track:6sp5Pl83yX5hWhYpHj35Gh,First Generation
550,다투고 난 뒤,force deux,3bE3LxEmwShi0UO6NGd4BC,0.631,151.279,0.0423,0.163,0.289,10.0,296769.0,4.0,-9.379,0.764,1,0.618,6.11e-05,spotify:track:3bE3LxEmwShi0UO6NGd4BC,First Generation
551,상처,force deux,0r6ywqsJS4WrjMhnM0P72b,0.632,109.989,0.0607,0.0838,0.0865,1.0,222642.0,4.0,-5.193,0.946,1,0.804,1.88e-05,spotify:track:0r6ywqsJS4WrjMhnM0P72b,First Generation
552,의식혼란,force deux,6s8sDGlanx7zn35UHtRdXg,0.577,103.64,0.133,0.186,0.0727,11.0,241598.0,4.0,-5.366,0.868,0,0.788,0.0,spotify:track:6s8sDGlanx7zn35UHtRdXg,First Generation
553,nothing but a party,force deux,5qjkQcAEEGWncozsbgiJxn,0.728,95.01,0.184,0.149,0.269,9.0,269845.0,4.0,-6.914,0.843,0,0.833,4.09e-05,spotify:track:5qjkQcAEEGWncozsbgiJxn,First Generation
554,너에게만,force deux,6yAODFS9nLiTQvjVFZi99g,0.82,146.024,0.0353,0.0142,0.0468,8.0,281313.0,4.0,-6.468,0.647,1,0.649,3.64e-05,spotify:track:6yAODFS9nLiTQvjVFZi99g,First Generation
555,이제 웃으며 일어나,force deux,5IxL9OMkCRB6gPg1QhNoUs,0.805,118.246,0.0368,0.0592,0.191,7.0,213290.0,4.0,-5.892,0.954,1,0.721,1.32e-05,spotify:track:5IxL9OMkCRB6gPg1QhNoUs,First Generation
556,message,force deux,17wXOJjpfRDqsAUiLzAJYP,0.599,107.025,0.0673,0.131,0.0707,2.0,271378.0,4.0,-5.099,0.923,1,0.809,0.00836,spotify:track:17wXOJjpfRDqsAUiLzAJYP,First Generation
557,in the mood,force deux,4EgyMqVIKZi0dnShhwj5zg,0.761,141.881,0.0473,0.00858,0.038,2.0,300904.0,4.0,-8.052,0.922,1,0.676,0.0395,spotify:track:4EgyMqVIKZi0dnShhwj5zg,First Generation
558,반추,force deux,4F3EiTmdXM8wJw6lsuNu6a,0.858,93.016,0.068,0.0364,0.105,1.0,257776.0,4.0,-5.555,0.952,1,0.67,0.0296,spotify:track:4F3EiTmdXM8wJw6lsuNu6a,First Generation
